Activity ID	Primary Resource	Activity Name	T+1 Start (BL1)	T+1 Finish (BL1)	T-0 Start (BL0)	T-0 Finish (BL0)
 VCB-CSPP-1080CX	PSE2.Jim Bringley-SupvPSE	IDENTIFICATION AND AUTHENTICATION - Rev00 - C-QR	23-Nov-16	14-Dec-16	20-Dec-16	06-Jan-17
 VCB-CSPP-1080CY	PSE2.Jim Bringley-SupvPSE	IDENTIFICATION AND AUTHENTICATION - Rev00 - C-5059	23-Nov-16	14-Dec-16	01-Dec-16	20-Dec-16
 VCB-CSPP-1090CX	PSE2.Jim Bringley-SupvPSE	System Hardening Procedure - Rev00 - C-QR	01-Nov-16	18-Nov-16	28-Nov-16	29-Nov-16
 VCB-CSPP-1090CY	PSEREV.PSE Review	System Hardening Procedure - Rev00 - C-5059	28-Oct-16	16-Nov-16	28-Oct-16	02-Nov-16
 VCB-CSPP-1090CZ	PSE11.Jacome-PSE	System Hardening Procedure - Rev00 - C-Res2	21-Nov-16	01-Dec-16	29-Nov-16	01-Dec-16
 VCB-EE-09a	PSE34.FP-PSE	NFPA 804 Circuit Selection, Circuit Analysis, and Circuit Routing - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Dec-16	07-Dec-16
 VCB-EE-09b	PSE34.FP-PSE	NFPA 804 Circuit Selection, Circuit Analysis, and Circuit Routing - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Dec-16	30-Dec-16
 VCB-EE-10a	PSE34.FP-PSE	NFPA 804 Multiple Spurious Operations - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Dec-16	07-Dec-16
 VCB-EE-10b	PSE34.FP-PSE	NFPA 804 Multiple Spurious Operations - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Dec-16	30-Dec-16
 VCB-EMP-CBL-3100c01	MEP.Elec proc	EGS CONNECTOR MAINTENANCE - Rev00 - Review	28-Nov-16	28-Dec-16	28-Nov-16	28-Dec-16
 VCB-EMP-EDS-2100c01	MEP.Elec proc	Monthly / Quarterly / Yearly Battery Inspection - Rev00 - Review	24-Oct-16	21-Nov-16	24-Oct-16	16-Nov-16
 VCB-EMP-EDS-2100CW	MEP.Elec proc	Monthly / Quarterly / Yearly Battery Inspection - Rev00 - C-Res1	22-Nov-16	02-Dec-16	28-Nov-16	06-Dec-16
 VCB-EMP-EDS-3104c01	MEP.Elec proc	NON-1E SPARE BATTERY CELL INSTALLATION & REMOVAL - Rev00 - Review	28-Nov-16	28-Dec-16	28-Nov-16	28-Dec-16
 VCB-EMP-IDS-3103CZ	MEP.Elec proc	REMOVAL OF 1E BATTERY CELLS FROM SERVICE - Rev00 - C-Res2	31-Oct-16	11-Nov-16	31-Oct-16	11-Nov-16
 VCB-EMP-IDS-3103d	MEP.Elec proc	REMOVAL OF 1E BATTERY CELLS FROM SERVICE - Rev00 - Approval	14-Nov-16	16-Nov-16	14-Nov-16	29-Nov-16
 VCB-EMP-MTR-2101CZ	MEP.Elec proc	SMALL AC MOTOR MAINTENANCE (<200HP) - Rev00 - C-Res2	07-Nov-16	15-Nov-16	07-Nov-16	16-Nov-16
 VCB-EMP-MTR-2101d	MEP.Elec proc	SMALL AC MOTOR MAINTENANCE (<200HP) - Rev00 - Approval	16-Nov-16	18-Nov-16	16-Nov-16	29-Nov-16
 VCB-EMP-MTR-2102CZ	MEP.Elec proc	LARGE AC MOTOR MAINTENANCE (6.9kV and 480v >200hp) - Rev00 - C-Res2	07-Nov-16	15-Nov-16	07-Nov-16	16-Nov-16
 VCB-EMP-MTR-2102d	MEP.Elec proc	LARGE AC MOTOR MAINTENANCE (6.9kV and 480v >200hp) - Rev00 - Approval	16-Nov-16	18-Nov-16	16-Nov-16	29-Nov-16
 VCB-EMP-RLY-4301b	MEC.Elec craft	86B-ES1 - LOCKOUT RELAY FUNCTIONAL TESTING - Rev00 - Draft	08-Apr-16	30-Nov-16	08-Apr-16	29-Nov-16
 VCB-EMP-RLY-4302b	MEC.Elec craft	86B-ES2 - LOCKOUT RELAY FUNCTIONAL TESTING - Rev00 - Draft	15-Apr-16	30-Nov-16	15-Apr-16	29-Nov-16
 VCB-EMP-RLY-4303b	MEC.Elec craft	86B-ES3 - LOCKOUT RELAY FUNCTIONAL TESTING - Rev00 - Draft	15-Apr-16	30-Nov-16	15-Apr-16	29-Nov-16
 VCB-EMP-RLY-4304b	MEC.Elec craft	86B-ES4 - LOCKOUT RELAY FUNCTIONAL TESTING - Rev00 - Draft	18-Mar-16	30-Nov-16	18-Mar-16	29-Nov-16
 VCB-EMP-RLY-4308c01	MEP.Elec proc	86ET1 - LOCKOUT RELAY FUNCTIONAL TESTING - Rev00 - Review	25-Oct-16	22-Nov-16	25-Oct-16	28-Nov-16
 VCB-EMP-RLY-4308cW	MEP.Elec proc	86ET1 - LOCKOUT RELAY FUNCTIONAL TESTING - Rev00 - C-Res1	23-Nov-16	05-Dec-16	28-Nov-16	06-Dec-16
 VCB-EMP-SWG-3101c01	MEP.Elec proc	MAINTENANCE OF MEDIUM VOLTAGE GROUNDS - Rev00 - Review	18-Nov-16	20-Dec-16	18-Nov-16	20-Dec-16
 VCB-EMP-SWG-3102c01	MEP.Elec proc	6.9 KV GROUND & TEST DEVICE INSTALLATION / REMOVAL - Rev00 - Review	29-Nov-16	20-Dec-16	29-Nov-16	20-Dec-16
 VCB-EMP-XFM-4203b	MEC.Elec craft	UAT 2C TRANSFORMER SERVICE TEST - Rev00 - Draft	03-Oct-16	29-Nov-16	03-Oct-16	29-Nov-16
 VCB-EPMP-0109a	EP2.EP	ERO EQUIPMENT TRACKING AND REPORTING - Rev00 - Preparation	14-Nov-16	28-Nov-16	12-Jan-17	24-Jan-17
 VCB-EPMP-0109b	EP2.EP	ERO EQUIPMENT TRACKING AND REPORTING - Rev00 - Draft	29-Nov-16	12-Jan-17	25-Jan-17	07-Mar-17
 VCB-EPP-0027a	EP2.EP	Hostile Action- Units 2 & 3 (See VC2-AOP-901) - Rev00 - Preparation	29-Sep-16	16-Nov-16	29-Sep-16	22-Nov-16
 VCB-EPP-0027b	EP2.EP	Hostile Action- Units 2 & 3 (See VC2-AOP-901) - Rev00 - Draft	17-Nov-16	02-Dec-16	22-Nov-16	17-Jan-17
 VCB-ES-0114a	DE14.Purdy-DE	DESIGN ENGINEERING SOFTWARE CONTROLS - Rev00 - Preparation	01-Nov-16	07-Nov-16	07-Nov-16	11-Nov-16
 VCB-ES-0114b	DE14.Purdy-DE	DESIGN ENGINEERING SOFTWARE CONTROLS - Rev00 - Draft	08-Nov-16	09-Dec-16	14-Nov-16	15-Dec-16
 VCB-ES-0319a	DE02.Howell-DE	Procurement Equivalency Evaluation Process - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	07-Nov-16
 VCB-ES-0319b	DE02.Howell-DE	Procurement Equivalency Evaluation Process - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Nov-16	30-Nov-16
 VCB-ES-0401b	PSE19.McCorvey-PSE	Thermal Fatigue Monitoring Program - Rev00 - Draft	01-Nov-16	21-Nov-16	01-Nov-16	21-Nov-16
 VCB-ES-0401c01	PSE19.McCorvey-PSE	Thermal Fatigue Monitoring Program - Rev00 - Review	22-Nov-16	21-Dec-16	22-Nov-16	21-Dec-16
 VCB-ES-0403c	PSE04.Schmick-PSE	TEMPORARY BYPASS JUMPER AND LIFTED LEAD REVIEW - Rev00 - Review	01-Nov-16	01-Dec-16	13-Feb-17	13-Mar-17
 VCB-ES-0403CX	PSE08.Earnest-PSE	TEMPORARY BYPASS JUMPER AND LIFTED LEAD REVIEW - Rev00 - C-QR	01-Nov-16	18-Nov-16	13-Feb-17	02-Mar-17
 VCB-ES-0403CY	PSE08.Earnest-PSE	TEMPORARY BYPASS JUMPER AND LIFTED LEAD REVIEW - Rev00 - C-5059	01-Nov-16	18-Nov-16	13-Feb-17	02-Mar-17
 VCB-ES-0403CZ	PSE04.Schmick-PSE	TEMPORARY BYPASS JUMPER AND LIFTED LEAD REVIEW - Rev00 - C-Res2	21-Nov-16	01-Dec-16	03-Mar-17	13-Mar-17
 VCB-ES-0410d	DE55.Ly-Cont-DE	Administrative Document Only Change Control - Rev01 - Approval	28-Oct-16	16-Nov-16	28-Oct-16	01-Nov-16
 VCB-ES-0411CZ	DE13.Lwin-DE	Equipment Classifications - Rev02 - C-Res2	27-Oct-16	04-Nov-16	27-Oct-16	04-Nov-16
 VCB-ES-0411d	DM15.DM Eng-DE (Taylor)	Equipment Classifications - Rev02 - Approval	07-Nov-16	18-Nov-16	21-Nov-16	22-Nov-16
 VCB-ES-0419d	DE55.Ly-Cont-DE	Design Control EQUIVALENT CHANGES - Rev01 - Approval	28-Oct-16	10-Nov-16	28-Oct-16	04-Nov-16
 VCB-ES-0422CX	PSE21.Troficanto-PSE	Erosion Control - Rev00 - C-QR	01-Nov-16	18-Nov-16	04-Nov-16	18-Nov-16
 VCB-ES-0422CY	PSE20.Post-PSE	Erosion Control - Rev00 - C-5059	01-Nov-16	18-Nov-16	04-Nov-16	22-Nov-16
 VCB-ES-0422CZ	PSE17.Metzger-PSE	Erosion Control - Rev00 - C-Res2	21-Nov-16	01-Dec-16	23-Nov-16	06-Dec-16
 VCB-ES-0438b	PSE21.Troficanto-PSE	CONTAINMENT INSERVICE INSPECTION PROGRAM - Rev00 - Draft	26-Sep-16	18-Nov-16	26-Sep-16	18-Nov-16
 VCB-ES-0438c01	PSE21.Troficanto-PSE	CONTAINMENT INSERVICE INSPECTION PROGRAM - Rev00 - Review	21-Nov-16	21-Dec-16	21-Nov-16	20-Dec-16
 VCB-ES-0438CX	PSE02.Shank-PSE	CONTAINMENT INSERVICE INSPECTION PROGRAM - Rev00 - C-QR	21-Nov-16	12-Dec-16	30-Nov-16	19-Dec-16
 VCB-ES-0438CY	PSE21.Troficanto-PSE	CONTAINMENT INSERVICE INSPECTION PROGRAM - Rev00 - C-5059	21-Nov-16	12-Dec-16	21-Nov-16	12-Dec-16
 VCB-ES-0439b	PSE21.Troficanto-PSE	INSERVICE EXAMINATION PROGRAM CONTROLS - Rev00 - Draft	26-Sep-16	18-Nov-16	26-Sep-16	18-Nov-16
 VCB-ES-0439c01	PSE21.Troficanto-PSE	INSERVICE EXAMINATION PROGRAM CONTROLS - Rev00 - Review	21-Nov-16	21-Dec-16	21-Nov-16	21-Dec-16
 VCB-ES-0439cx	PSE02.Shank-PSE	INSERVICE EXAMINATION PROGRAM CONTROLS - Rev00 - C-QR	21-Nov-16	12-Dec-16	30-Nov-16	19-Dec-16
 VCB-ES-0439cy	PSE21.Troficanto-PSE	INSERVICE EXAMINATION PROGRAM CONTROLS - Rev00 - C-5059	21-Nov-16	12-Dec-16	21-Nov-16	12-Dec-16
 VCB-ES-0503a	PSE33.Yang-PSE	SPV Identification and Mitigation Strategy Development - Preparation	03-Nov-16	09-Nov-16	04-Nov-16	10-Nov-16
 VCB-ES-0503b	PSE33.Yang-PSE	SPV Identification and Mitigation Strategy Development - Draft	10-Nov-16	02-Dec-16	11-Nov-16	05-Dec-16
 VCB-ES-0510a	DE59.Camp-DE	SIZING OF THERMAL OVERLOADS - Rev00 - Preparation	14-Nov-16	18-Nov-16	14-Nov-16	18-Nov-16
 VCB-ES-0510b	DE59.Camp-DE	SIZING OF THERMAL OVERLOADS - Rev00 - Draft	21-Nov-16	13-Dec-16	21-Nov-16	13-Dec-16
 VCB-ES-0512CX	PSE3.Mike Fanguy-SupvPSE	Environmental Qualification Temperature Monitoring - Rev00 - C-QR	14-Oct-16	18-Oct-16	11-Nov-16	18-Nov-16
 VCB-ES-0512CY	PSE22.Garrett-PSE	Environmental Qualification Temperature Monitoring - Rev00 - C-5059	14-Oct-16	18-Oct-16	11-Nov-16	05-Dec-16
 VCB-ES-0512CZ	PSE22.Garrett-PSE	Environmental Qualification Temperature Monitoring - Rev00 - C-Res2	19-Oct-16	07-Nov-16	06-Dec-16	14-Dec-16
 VCB-ES-0512d	DM16.DM Eng-PSE (Sterdis)	Environmental Qualification Temperature Monitoring - Rev00 - Approval	08-Nov-16	21-Nov-16	15-Dec-16	30-Dec-16
 VCB-ES-0512e	PSE22.Garrett-PSE	Environmental Qualification Temperature Monitoring - Rev00 - Validate	22-Nov-16	30-Nov-16	03-Jan-17	09-Jan-17
 VCB-ES-0513a	PSE06.Terry-PSE	MOV PROGRAM IMPLEMENTATION  - Rev00 - Preparation	07-Nov-16	11-Nov-16	07-Nov-16	15-Nov-16
 VCB-ES-0513b	PSE06.Terry-PSE	MOV PROGRAM IMPLEMENTATION  - Rev00 - Draft	14-Nov-16	06-Dec-16	15-Nov-16	07-Dec-16
 VCB-ES-0516d	DM16.DM Eng-PSE (Sterdis)	CONDUCT OF OPERATIONS OF PSE DIGITAL GROUP - Rev00 - Approval	01-Nov-16	14-Nov-16	16-Jan-17	27-Jan-17
 VCB-ES-0521CZ	PSE17.Metzger-PSE	FLOW-ACCELERATED CORROSION PROGRAM Analysis and Evaluation - Rev00 - C-Res2	16-Nov-16	17-Nov-16	16-Nov-16	16-Nov-16
 VCB-ES-0523d	DM16.DM Eng-PSE (Sterdis)	FUNCTIONAL IMPORTANCE DETERMINATION (FID) PROCESS - Rev00 - Approval	16-May-16	02-Nov-16	16-May-16	02-Dec-16
 VCB-ES-0524d	DM16.DM Eng-PSE (Sterdis)	PREVENTIVE MAINTENANCE (PM) STRATEGY DEVELOPMENT - Rev00 - Approval	09-Jun-16	07-Nov-16	09-Jun-16	07-Dec-16
 VCB-ES-0527d	DM16.DM Eng-PSE (Sterdis)	CONTROL AND MAINTENANCE OF THE PLANT LUBRICATION MANUAL DATABASE - Rev00 - Approval	01-Nov-16	14-Nov-16	03-Jan-17	16-Jan-17
 VCB-ES-0528d	DM16.DM Eng-PSE (Sterdis)	Environmental Qualification Program - Rev00 - Approval	16-May-16	02-Nov-16	16-May-16	02-Dec-16
 VCB-ES-0560.401a	PSE05.Simmons. C-PSE	THERMAL/INFRARED DIAGNOSTICS AND ANALYSIS- Rev00 - Preparation	03-Jan-17	09-Jan-17	14-Nov-16	18-Nov-16
 VCB-ES-0560.401b	PSE05.Simmons. C-PSE	THERMAL/INFRARED DIAGNOSTICS AND ANALYSIS - Rev00 - Draft	10-Jan-17	30-Jan-17	18-Nov-16	03-Jan-17
 VCB-ES-0580d	DM16.DM Eng-PSE (Sterdis)	HEAT EXCHANGER PERFORMANCE - Rev00 - Approval	05-Oct-16	03-Nov-16	05-Oct-16	05-Dec-16
 VCB-ES-1003c01	PSE06.Terry-PSE	MOV Regulatory Scoping and Grouping Process - Rev00 - Review	28-Oct-16	29-Nov-16	28-Oct-16	29-Nov-16
 VCB-ES-1003CX	PSE27.Dao-PSE	MOV Regulatory Scoping and Grouping Process - Rev00 - C-QR	01-Nov-16	18-Nov-16	01-Dec-16	20-Dec-16
 VCB-ES-1003CY	PSE16.Felch-PSE	MOV Regulatory Scoping and Grouping Process - Rev00 - C-5059	01-Nov-16	18-Nov-16	23-Nov-16	09-Dec-16
 VCB-ES-1003CZ	PSE06.Terry-PSE	MOV Regulatory Scoping and Grouping Process - Rev00 - C-Res2	21-Nov-16	01-Dec-16	21-Dec-16	03-Jan-17
 VCB-ES-1005c01	PSE16.Felch-PSE	AOV Program Scoping and Categorization - Rev00 - Review	24-Oct-16	14-Nov-16	24-Oct-16	10-Nov-16
 VCB-ES-1005CX	PSE27.Dao-PSE	AOV Program Scoping and Categorization - Rev00 - C-QR	01-Nov-16	18-Nov-16	01-Dec-16	20-Dec-16
 VCB-ES-1005CY	PSE06.Terry-PSE	AOV Program Scoping and Categorization - Rev00 - C-5059	01-Nov-16	18-Nov-16	21-Nov-16	21-Nov-16
 VCB-ES-1005CZ	PSE16.Felch-PSE	AOV Program Scoping and Categorization - Rev00 - C-Res2	21-Nov-16	01-Dec-16	21-Dec-16	03-Jan-17
 VCB-ES-1011c01	PSETBD.ENG (TBD) PSE	Seismic Equipment Qualification Engineering Program Control Procedure - Rev00 - Review	17-Jun-16	02-Nov-16	01-Aug-17	29-Aug-17
 VCB-ES-1011CX	PSEREV.PSE Review	Seismic Equipment Qualification Engineering Program Control Procedure - Rev00 - C-QR	01-Nov-16	18-Nov-16	01-Aug-17	18-Aug-17
 VCB-ES-1011CY	PSEREV.PSE Review	Seismic Equipment Qualification Engineering Program Control Procedure - Rev00 - C-5059	01-Nov-16	18-Nov-16	01-Aug-17	18-Aug-17
 VCB-ES-1011CZ	PSETBD.ENG (TBD) PSE	Seismic Equipment Qualification Engineering Program Control Procedure - Rev00 - C-Res2	21-Nov-16	01-Dec-16	21-Aug-17	29-Aug-17
 VCB-ES-1014CZ	PSE28.Greene-PSE	Pump Program Implementation - Rev00 - C-Res2	21-Oct-16	01-Nov-16	21-Oct-16	01-Nov-16
 VCB-ES-1014d	DM16.DM Eng-PSE (Sterdis)	Pump Program Implementation - Rev00 - Approval	02-Nov-16	15-Nov-16	01-Dec-16	14-Dec-16
 VCB-ES-1020CX	PSEREV.PSE Review	Statement of Responsibilities, Plant Support Engineering - Rev00 - C-QR	01-Nov-16	01-Nov-16	01-Nov-16	01-Nov-16
 VCB-ES-1020CY	PSEREV.PSE Review	Statement of Responsibilities, Plant Support Engineering - Rev00 - C-5059	01-Nov-16	01-Nov-16	01-Nov-16	01-Nov-16
 VCB-ES-1020d	DM16.DM Eng-PSE (Sterdis)	Statement of Responsibilities, Plant Support Engineering - Rev00 - Approval	02-Nov-16	03-Nov-16	02-Nov-16	03-Nov-16
 VCB-ES-1020e	PSE29.McLellan-PSE	Statement of Responsibilities, Plant Support Engineering - Rev00 - Validate	04-Nov-16	10-Nov-16	01-Nov-16	04-Nov-16
 VCB-ES-AG-0002a	DE55.Ly-Cont-DE	Engineering Change Walk downs - Preparation	08-Nov-16	14-Nov-16	08-Nov-16	14-Nov-16
 VCB-ES-AG-0002b	DE55.Ly-Cont-DE	Engineering Change Walk downs - Draft	15-Nov-16	14-Dec-16	15-Nov-16	14-Dec-16
 VCB-ES-AG-0003a	PSE05.Simmons. C-PSE	OPERATING EXPERIENCE REVIEWS AND EVALUATIONS - Rev00 - Preparation	01-Nov-16	08-Nov-16	05-Dec-16	09-Dec-16
 VCB-ES-AG-0003b	PSE05.Simmons. C-PSE	OPERATING EXPERIENCE REVIEWS AND EVALUATIONS - Rev00 - Draft	09-Nov-16	01-Dec-16	12-Dec-16	04-Jan-17
 VCB-ES-xxxx3d	DE55.Ly-Cont-DE	Update DE tasks for Fuel Load Milestone - November meeting - Rev00 - Approval	24-Oct-16	04-Nov-16	24-Oct-16	04-Nov-16
 VCB-ES-xxxx3e	DE55.Ly-Cont-DE	Update DE tasks for Fuel Load Milestone - December meeting - Rev00 - Validate	07-Nov-16	11-Nov-16	11-Nov-16	17-Nov-16
 VCB-FP-05a	PSE34.FP-PSE	Fire Protection Modeling Database (FMDB) - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Dec-16	07-Dec-16
 VCB-FP-05b	PSE34.FP-PSE	Fire Protection Modeling Database (FMDB) - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Dec-16	30-Dec-16
 VCB-GMP-3008c01	MMP.Mech proc	CRANE OPERATIONS & RIGGING - Rev00 - Review	25-Oct-16	22-Nov-16	25-Oct-16	22-Nov-16
 VCB-GMP-3008CW	MMP.Mech proc	CRANE OPERATIONS & RIGGING - Rev00 - C-Res1	23-Nov-16	05-Dec-16	28-Nov-16	06-Dec-16
 VCB-GTP-0215b	MIP.IC proc	TROUBLESHOOTING PLAN DEVELOPMENT - Rev00 - Draft	09-Sep-16	10-Nov-16	09-Sep-16	10-Nov-16
 VCB-GTP-0215c01	MIP.IC proc	TROUBLESHOOTING PLAN DEVELOPMENT - Rev00 - Review	11-Nov-16	13-Dec-16	11-Nov-16	13-Dec-16
 VCB-GTP-304a	PSE21.Troficanto-PSE	INSERVICE INSPECTION SYSTEM PRESSURE TESTING FIRST TEN YEAR INTERVAL - Rev00 - Preparation	01-Nov-16	07-Nov-16	30-Nov-16	06-Dec-16
 VCB-GTP-304b	PSE21.Troficanto-PSE	INSERVICE INSPECTION SYSTEM PRESSURE TESTING FIRST TEN YEAR INTERVAL - Rev00 - Draft	08-Nov-16	30-Nov-16	07-Dec-16	29-Dec-16
 VCB-HPP-0709a	HP.HP	Sampling and Release of Radioactive Gaseous Effluents - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	14-Nov-16
 VCB-HPP-0709b	HP.HP	Sampling and Release of Radioactive Gaseous Effluents - Rev00 - Draft	08-Nov-16	21-Dec-16	16-Nov-16	06-Jan-17
 VCB-HPP-0710a	HP.HP	Sampling and Release of Radioactive Liquid Effluents - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	14-Nov-16
 VCB-HPP-0710b	HP.HP	Sampling and Release of Radioactive Liquid Effluents - Rev00 - Draft	08-Nov-16	21-Dec-16	14-Nov-16	06-Jan-17
 VCB-ICP-240.092b	MIP.IC proc	SEISMIC MOUNTS/ENVIRONMENTAL SEALS TORQUING PROCEDURE - Rev00 - Draft	03-Oct-16	29-Nov-16	03-Oct-16	29-Nov-16
 VCB-ICP-240.092c01	MIP.IC proc	SEISMIC MOUNTS/ENVIRONMENTAL SEALS TORQUING PROCEDURE - Rev00 - Review	30-Nov-16	30-Dec-16	29-Nov-16	29-Dec-16
 VCB-ICP-240.101d	MIR.IC supv	ROSEMONT MODEL 1151AP AND 1151GP PRESSURE TRANSMITTER GENERIC CALIBRATION PROCEDURE - Rev00 - Approval	01-Nov-16	14-Dec-16	01-Nov-16	14-Dec-16
 VCB-ICP-240.106d	MIR.IC supv	PRESSURE ACTUATED SWITCH CALIBRATION GENERIC PROCEDURE - Rev00 - Approval	01-Nov-16	14-Dec-16	01-Nov-16	14-Dec-16
 VCB-ICP-240.108d	MIR.IC supv	ISOLATED RTD TRANSMITTER CALIBRATION - Rev00 - Approval	01-Nov-16	14-Dec-16	01-Nov-16	14-Dec-16
 VCB-ICP-240.132CW	MIP.IC proc	LIMIT SWITCH MAINTENANCE - Rev00 - C-Res1	01-Nov-16	09-Nov-16	01-Nov-16	09-Nov-16
 VCB-ICP-240.132CX	MIR.IC supv	LIMIT SWITCH MAINTENANCE - Rev00 - C-QR	10-Nov-16	01-Dec-16	10-Nov-16	01-Dec-16
 VCB-ICP-240.132CY	MIR.IC supv	LIMIT SWITCH MAINTENANCE - Rev00 - C-5059	10-Nov-16	01-Dec-16	10-Nov-16	01-Dec-16
 VCB-ICP-240.161a	MIP.IC proc	INSTALLATION AND MAINTENANCE OF EGS/PATEL CONDUIT SEAL CONNECTORS  - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	07-Nov-16
 VCB-ICP-240.161b	MIP.IC proc	INSTALLATION AND MAINTENANCE OF EGS/PATEL CONDUIT SEAL CONNECTORS  - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Nov-16	30-Nov-16
 VCB-ICP-240.162a	MIP.IC proc	INSTALLATION AND MAINTENANCE OF EGS/PATEL HERMETIC CONNECTORS  - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	07-Nov-16
 VCB-ICP-240.162b	MIP.IC proc	INSTALLATION AND MAINTENANCE OF EGS/PATEL HERMETIC CONNECTORS  - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Nov-16	30-Nov-16
 VCB-ICP-240.170a	MIP.IC proc	Environmentally Qualified Mild and NON Environmentally Qualified Solenoid Valve Maintenance  - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	07-Nov-16
 VCB-ICP-240.170b	MIP.IC proc	Environmentally Qualified Mild and NON Environmentally Qualified Solenoid Valve Maintenance  - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Nov-16	30-Nov-16
 VCB-ICP-300.017a	MIP.IC proc	METEOROLOGICAL SITE MISCELLANEOUS INSTRUMENTATION CALIBRATION - Rev00 - Preparation	02-Nov-16	08-Nov-16	04-Nov-16	08-Nov-16
 VCB-ICP-300.017b	MIP.IC proc	METEOROLOGICAL SITE MISCELLANEOUS INSTRUMENTATION CALIBRATION - Rev00 - Draft	09-Nov-16	10-Jan-17	09-Nov-16	12-Jan-17
 VCB-ICP-300.052d	MIR.IC supv	COAXIAL AND TRIAXIAL CONNECTORS - Rev00 - Approval	01-Nov-16	14-Dec-16	01-Nov-16	14-Dec-16
 VCB-ICP-300.060a	MIP.IC proc	METEOROLOGICAL BI-WEEKLY DATA VERIFICATION - Rev00 - Preparation	02-Nov-16	08-Nov-16	04-Nov-16	08-Nov-16
 VCB-ICP-300.060b	MIP.IC proc	METEOROLOGICAL BI-WEEKLY DATA VERIFICATION - Rev00 - Draft	09-Nov-16	10-Jan-17	10-Nov-16	12-Jan-17
 VCB-ICP-390.011b	MIP.IC proc	SPENT FUEL SYSTEM DIGITAL WEIGHT COUNTER - Rev00 - Draft	01-Nov-16	30-Dec-16	01-Nov-16	30-Dec-16
 VCB-ICP-IPT-0006CX	MIR.IC supv	GENERIC PROCEDURE FOR CALIBRATING ROSEMOUNT PRESSURE TRANSMITTERS - Rev00 - C-QR	19-Oct-16	07-Nov-16	19-Oct-16	07-Nov-16
 VCB-ICP-IPT-0006CY	MIR.IC supv	GENERIC PROCEDURE FOR CALIBRATING ROSEMOUNT PRESSURE TRANSMITTERS - Rev00 - C-5059	19-Oct-16	07-Nov-16	19-Oct-16	07-Nov-16
 VCB-ICP-IPT-0006CZ	MIP.IC proc	GENERIC PROCEDURE FOR CALIBRATING ROSEMOUNT PRESSURE TRANSMITTERS - Rev00 - C-Res2	08-Nov-16	16-Nov-16	08-Nov-16	16-Nov-16
 VCB-ICP-IPT-0006d	MIR.IC supv	GENERIC PROCEDURE FOR CALIBRATING ROSEMOUNT PRESSURE TRANSMITTERS - Rev00 - Approval	17-Nov-16	04-Jan-17	17-Nov-16	04-Jan-17
 VCB-ISP-027cW	MEP.Elec proc	ELECTRICAL SAFETY AND INDUSTRIAL SAFETY - Rev00 - C-Res1	01-Nov-16	09-Nov-16	04-Nov-16	14-Nov-16
 VCB-ISP-027cX	MER.Elec supv	ELECTRICAL SAFETY AND INDUSTRIAL SAFETY - Rev00 - C-QR	10-Nov-16	01-Dec-16	15-Nov-16	02-Dec-16
 VCB-ISP-027cY	MER.Elec supv	ELECTRICAL SAFETY AND INDUSTRIAL SAFETY - Rev00 - C-5059	10-Nov-16	01-Dec-16	15-Nov-16	02-Dec-16
 VCB-MLP-285.001c01	MIP.IC proc	OUTSIDE MICROMETERS  - Rev00 - Review	31-Oct-16	30-Nov-16	31-Oct-16	30-Nov-16
 VCB-MLP-285.002c01	MIP.IC proc	DEPTH MICROMETERS - Rev00 - Review	31-Oct-16	30-Nov-16	31-Oct-16	30-Nov-16
 VCB-MLP-285.003c01	MIP.IC proc	VERNIER DIAL CALIPERS - Rev00 - Review	31-Oct-16	30-Nov-16	31-Oct-16	30-Nov-16
 VCB-MLP-285.004c01	MIP.IC proc	DIAL CALIPERS  - Rev00 - Review	31-Oct-16	30-Nov-16	31-Oct-16	30-Nov-16
 VCB-MLP-285.005a	MIP.IC proc	SECONDARY STANDARD WEIGHTS  - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	07-Nov-16
 VCB-MLP-285.005b	MIP.IC proc	SECONDARY STANDARD WEIGHTS  - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Nov-16	30-Nov-16
 VCB-MLP-285.030a	MIP.IC proc	CALIBRATION OF HAND CRIMPING TOOLS  - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	07-Nov-16
 VCB-MLP-285.030b	MIP.IC proc	CALIBRATION OF HAND CRIMPING TOOLS  - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Nov-16	30-Nov-16
