	Activity ID	Activity Name	T+1 Start (BL1)	T+1 Finish (BL1)	T-0 Start (BL0)	T-0 Finish (BL0)	rsrc_id	rsrc_name	no_change_start	no_change_finish	moved_out_start	moved_out_finish	T-0 Start (BL0)	T-0 Finish (BL0)
1146	 VCS-HPP-0249c	Health Physics Guidelines for Evaluating Operating Experience - Rev00 - Review	2016-11-29	2016-12-29	2016-11-01	2016-11-11	HP	HP	True	False	False	False	True	True
1147	 VCS-HPP-0249cW	Health Physics Guidelines for Evaluating Operating Experience - Rev00 - C-Res1	2016-12-30	2017-01-10	2016-11-11	2016-11-16	HP	HP	False	False	False	False	True	True
1148	 VCS-HPP-0249cX	Health Physics Guidelines for Evaluating Operating Experience - Rev00 - C-QR	2017-01-11	2017-01-30	2016-11-11	2016-12-02	HP	HP	False	False	False	False	True	False
1149	 VCS-HPP-0249cY	Health Physics Guidelines for Evaluating Operating Experience - Rev00 - C-5059	2017-01-11	2017-01-30	2016-11-28	2016-12-15	HP	HP	False	False	False	False	True	False
1150	 VCS-HPP-0401.001b	Planning and Maintaining RWPS - Rev00 - Draft	2016-11-01	2016-12-14	2016-11-01	2016-12-14	HP	HP	True	False	False	False	True	False
1151	 VCS-HPP-0401.002b	Creating,Revising and Terminating RWPS Using Sentinel - Rev00 - Draft	2016-11-01	2016-12-14	2016-11-01	2016-12-14	HP	HP	True	False	False	False	True	False
1152	 VCS-HPP-0401.003b	Performing RWP Pre Job Briefings - Rev00 - Draft	2016-11-01	2016-12-14	2016-11-01	2016-12-14	HP	HP	True	False	False	False	True	False
1153	 VCS-HPP-0411b	Monitoring Exposure with Multibadging - Rev00 - Draft	2016-11-01	2016-12-14	2016-11-01	2016-12-14	HP	HP	True	False	False	False	True	False
1154	 VCS-HPP-0415cX	Operation of Trinuke filtration system and the Scavenger SS-100 remote Underwater Cleaning&Insp Vehicle - Rev00 -C-QR	2016-10-20	2016-11-18	2016-11-09	2016-11-15	HP	HP	False	True	False	False	True	True
1155	 VCS-HPP-0415cY	Operation of Trinuke filtration system and the Scavenger SS-100 remote Underwater Cleaning&Insp Vehicle - Rev00 -C-5059	2016-10-20	2016-11-18	2016-11-09	2016-11-15	HP	HP	False	True	False	False	True	True
1156	 VCS-HPP-0415cZ	Operation of Trinuke filtration system and the Scavenger SS-100 remote Underwater Cleaning&Insp Vehicle - Rev00 -C-Res2	2016-11-21	2016-12-01	2016-11-15	2016-12-05	HP	HP	True	False	False	False	True	False
1157	 VCS-HPP-0505b	Issuance and Termination of Personnel Dosimetry - Rev00 - Draft	2016-11-01	2016-12-14	2016-11-01	2016-12-14	HP	HP	True	False	False	False	True	False
1158	 VCS-HPP-0518b	Exposure Documentation Control - Rev00 - Draft	2016-11-01	2016-12-14	2016-11-01	2016-12-14	HP	HP	True	False	False	False	True	False
1159	 VCS-HPP-0633e	Inspection, maintenance and Storage of Respiratory Protective Devices - Rev00 - Validate	2016-10-25	2016-11-21	2016-10-25	2016-11-28	HP	HP	False	True	False	False	False	True
1160	 VCS-HPP-0652e	Respirator Decision Logic - Rev00 - Validate	2016-10-25	2016-11-21	2016-10-25	2016-11-28	HP	HP	False	True	False	False	False	True
1161	 VCS-HPP-0711c	Unconditional release of trash and Scrap Materials - Rev00 - Review	2016-10-18	2016-11-30	2016-11-28	2016-11-30	HP	HP	False	True	False	False	True	True
1162	 VCS-HPP-0924b	Operation and Maintenance of High Pressure SCBA Compressor - Rev00 - Draft	2016-10-14	2016-11-28	2016-10-14	2016-11-15	HP	HP	False	True	False	False	False	True
1163	 VCS-HPP-0924c	Operation and Maintenance of High Pressure SCBA Compressor - Rev00 - Review	2016-11-29	2016-12-29	2016-11-15	2016-11-15	HP	HP	True	False	False	False	True	True
1164	 VCS-HPP-0924cW	Operation and Maintenance of High Pressure SCBA Compressor - Rev00 - C-Res1	2016-12-30	2017-01-10	2016-11-15	2016-12-01	HP	HP	False	False	False	False	True	False
1165	 VCS-HPP-1000b	Conduct of Environmental - Rev00 - Draft	2016-10-17	2016-11-28	2016-10-17	2016-11-28	HP	HP	False	True	False	False	False	True
1166	 VCS-HPP-1000c	Conduct of Environmental - Rev00 - Review	2016-11-29	2016-12-29	2016-11-28	2016-12-28	HP	HP	True	False	False	False	True	False
1167	 VCS-HPP-1011b	Annual Census - Rev00 - Draft	2016-11-01	2016-12-14	2016-11-01	2016-11-04	HP	HP	True	False	False	False	True	True
1168	 VCS-HPP-1011c	Annual Census - Rev00 - Review	2016-12-15	2017-01-17	2016-11-07	2016-11-09	HP	HP	False	False	False	False	True	True
1169	 VCS-HPP-1011cW	Annual Census - Rev00 - C-Res1	2017-01-18	2017-01-26	2016-11-09	2016-11-09	HP	HP	False	False	False	False	True	True
1170	 VCS-HPP-1011cX	Annual Census - Rev00 - C-QR	2017-01-27	2017-02-15	2016-11-09	2016-11-09	HP	HP	False	False	False	False	True	True
1171	 VCS-HPP-1011cY	Annual Census - Rev00 - C-5059	2017-01-27	2017-02-15	2016-11-09	2016-11-09	HP	HP	False	False	False	False	True	True
1172	 VCS-HPP-1011cZ	Annual Census - Rev00 - C-Res2	2017-02-16	2017-02-24	2016-11-09	2016-11-30	HP	HP	False	False	False	False	True	True
1173	 VCS-HPP-1011d	Annual Census - Rev00 - Approval	2017-02-27	2017-03-10	2016-11-11	2016-11-22	HP	HP	False	False	False	False	True	True
1174	 VCS-HPP-1011e	Annual Census - Rev00 - Validate	2017-05-01	2017-05-05	2016-12-01	2016-12-02	HP	HP	False	False	False	False	False	False
1175	 VCS-HPP-1033b	Environmental Tritium Counting and Activity Determination - Rev00 - Draft	2016-11-01	2016-12-14	2016-11-01	2016-12-14	HP	HP	True	False	False	False	True	False
1176	 VCS-ISP-004c	Confined Space Entry - Rev00 - Review	2016-09-01	2016-11-30	2016-09-01	2016-11-30	SA	Safety	False	True	False	False	False	True
1177	 VCS-ISP-008c	Bloodborne Pathogen Exposure Control Plan - Rev00 - Review	2016-09-01	2016-11-02	2017-05-01	2017-05-30	SA	Safety	False	False	False	True	False	False
1178	 VCS-ISP-008cW	Bloodborne Pathogen Exposure Control Plan - Rev00 - C-Res1	2016-11-03	2016-11-11	2017-05-31	2017-06-08	SA	Safety	False	False	True	True	False	False
1179	 VCS-ISP-008cX	Bloodborne Pathogen Exposure Control Plan - Rev00 - C-QR	2016-11-14	2016-12-05	2017-06-09	2017-06-28	SA	Safety	False	False	True	False	False	False
1180	 VCS-ISP-008cY	Bloodborne Pathogen Exposure Control Plan - Rev00 - C-5059	2016-11-14	2016-12-05	2017-06-09	2017-06-28	SA	Safety	False	False	True	False	False	False
1181	 VCS-ISP-028cX	Confined Space Monitor Calibration and Testing - Rev00 - C-QR	2016-10-20	2016-11-11	2016-11-07	2016-11-11	SA	Safety	False	True	False	False	True	True
1182	 VCS-ISP-028cY	Confined Space Monitor Calibration and Testing - Rev00 - C-5059	2016-10-20	2016-11-09	2016-10-20	2016-11-07	SA	Safety	False	True	False	False	False	True
1183	 VCS-ISP-028cZ	Confined Space Monitor Calibration and Testing - Rev00 - C-Res2	2016-11-14	2016-11-22	2016-11-11	2016-11-14	SA	Safety	True	True	False	False	True	True
1184	 VCS-ISP-028d	Confined Space Monitor Calibration and Testing - Rev00 - Approval	2016-11-23	2016-12-08	2016-11-15	2016-12-13	SA	Safety	True	False	False	False	True	False
1185	 VCS-ISP-029cX	Competent Person Designation and Approval Process - Rev00 - C-QR	2016-10-25	2016-11-21	2016-10-25	2016-11-17	SA	Safety	False	True	False	False	False	True
1186	 VCS-ISP-029cY	Competent Person Designation and Approval Process - Rev00 - C-5059	2016-10-25	2016-11-21	2016-10-25	2016-11-17	SA	Safety	False	True	False	False	False	True
1187	 VCS-ISP-029cZ	Competent Person Designation and Approval Process - Rev00 - C-Res2	2016-11-22	2016-12-12	2016-11-17	2016-12-07	SA	Safety	True	False	False	False	True	False
1188	 VCS-NL-121c01	REGULATORY COMMITMENT MANAGEMENT - Rev00 - Review	2016-11-01	2016-12-01	2016-11-30	2016-12-30	NL06	NL-Barwick	True	False	False	False	True	False
1189	 VCS-PRA-0001a	PRA - Fault Tree Analysis - Rev00 - Preparation	2016-11-01	2016-11-07	2016-10-31	2016-11-02	E67	Sajjad-PRA	False	True	True	False	False	True
1190	 VCS-PRA-0001b	PRA - Fault Tree Analysis - Rev00 - Draft	2016-11-08	2016-11-30	2016-11-11	2016-11-14	E67	Sajjad-PRA	True	True	False	False	True	True
1191	 VCS-PRA-0002a	PRA - Event Tree Analysis - Rev00 - Preparation	2016-11-08	2016-11-14	2016-11-11	2016-11-11	E67	Sajjad-PRA	True	True	False	False	True	True
1192	 VCS-PRA-0002b	PRA - Event Tree Analysis - Rev00 - Draft	2016-11-15	2016-12-07	2016-11-14	2016-11-14	E67	Sajjad-PRA	True	False	False	False	True	True
1193	 VCS-PRA-0003a	PRA - Quantification - Rev00 - Preparation	2016-11-15	2016-11-21	2016-11-21	2016-11-22	E67	Sajjad-PRA	True	True	False	False	True	True
1194	 VCS-PRA-0003b	PRA - Quantification - Rev00 - Draft	2016-11-22	2016-12-14	2017-05-01	2017-05-19	E67	Sajjad-PRA	False	False	True	False	False	False
1195	 VCS-PRA-0005a	PRA - Data Updates With Emphasis on Bayesian Updating - Rev00 - Preparation	2016-11-28	2016-12-02	2016-11-28	2016-12-02	E65	Tampas-PRA	True	False	False	False	True	False
1196	 VCS-PRA-0008a	PRA - Model Updates - Rev00 - Preparation	2016-11-08	2016-11-14	2016-11-21	2016-11-21	E65	Tampas-PRA	True	True	False	False	True	True
1197	 VCS-PRA-0008b	PRA - Model Updates - Rev00 - Draft	2016-11-15	2016-12-07	2017-05-01	2017-05-19	E65	Tampas-PRA	False	False	True	False	False	False
1198	 VCS-PRA-0009a	PRA - SeIect Tasks - Rev00 - Preparation	2016-11-21	2016-11-29	2016-11-15	2016-11-17	E66	Vickery-PRA	True	True	False	False	True	True
1199	 VCS-PRA-0009b	PRA - SeIect Tasks - Rev00 - Draft	2016-11-30	2016-12-20	2017-05-01	2017-05-19	E66	Vickery-PRA	False	False	True	False	False	False
1200	 VCS-PRA-0017a	PROBABILISTIC RISK ASSESSMENT ACTIVITIES - Rev00 - Preparation	2016-11-15	2016-11-21	2016-11-21	2016-11-21	E65	Tampas-PRA	True	True	False	False	True	True
1201	 VCS-PRA-0017b	PROBABILISTIC RISK ASSESSMENT ACTIVITIES - Rev00 - Draft	2016-11-22	2016-12-14	2017-05-01	2017-05-19	E65	Tampas-PRA	False	False	True	False	False	False
1202	 VCS-QSG-011b	Employee Concern Program Process - Rev00 - Draft	2016-10-21	2016-11-17	2016-10-21	2016-11-29	QA	Quality Assurance	False	True	False	False	False	True
1203	 VCS-QSG-011c01	Employee Concern Program Process - Rev00 - Review	2016-11-18	2016-12-20	2016-11-29	2017-01-05	QA	Quality Assurance	True	False	False	False	True	False
1204	 VCS-QSG-012CW	Collegial Review Process - Rev00 - C-Res1	2016-10-25	2016-11-02	2016-10-25	2016-11-29	QA	Quality Assurance	False	True	False	False	False	True
1205	 VCS-QSG-012CX	Collegial Review Process - Rev00 - C-QR	2016-11-03	2016-11-22	2016-11-30	2016-12-19	QA	Quality Assurance	True	False	False	True	True	False
1206	 VCS-QSG-012CY	Collegial Review Process - Rev00 - C-5059	2016-11-03	2016-11-22	2016-11-30	2016-12-19	QA	Quality Assurance	True	False	False	True	True	False
1207	 VCS-QSG-012CZ	Collegial Review Process - Rev00 - C-Res2	2016-11-23	2016-12-05	2016-11-30	2016-12-30	QA	Quality Assurance	True	False	False	False	True	False
1208	 VCS-QSG-013b	Audit Vulnerability Review Process - Rev00 - Draft	2016-10-21	2016-11-17	2016-10-21	2016-11-30	QA	Quality Assurance	False	True	False	False	False	True
1209	 VCS-QSG-013c01	Audit Vulnerability Review Process - Rev00 - Review	2016-11-18	2016-12-20	2016-11-30	2017-01-05	QA	Quality Assurance	True	False	False	False	True	False
1210	 VCS-QSG-014b	In-Processing of Supplemental Personnel - Rev00 - Draft	2016-10-21	2016-11-17	2016-10-21	2016-11-30	QA	Quality Assurance	False	True	False	False	False	True
1211	 VCS-QSG-014c01	In-Processing of Supplemental Personnel - Rev00 - Review	2016-11-18	2016-12-20	2016-11-30	2017-01-05	QA	Quality Assurance	True	False	False	False	True	False
1212	 VCS-QSG-015b	Audit Checklist Development - Rev00 - Draft	2016-10-21	2016-11-17	2016-10-21	2016-11-28	QA	Quality Assurance	False	True	False	False	False	True
1213	 VCS-QSG-015c01	Audit Checklist Development - Rev00 - Review	2016-11-18	2016-12-20	2016-11-29	2017-01-05	QA	Quality Assurance	True	False	False	False	True	False
1214	 VCS-QSG-028b	Duty QC Responsibilities - Rev00 - Draft	2016-11-30	2016-12-07	2016-11-18	2016-12-02	QC	Quality Control	True	False	False	False	True	False
1215	 VCS-QSG-031b	Assessor Orientation - Rev00 - Draft	2016-11-01	2016-11-14	2016-11-28	2016-11-30	QA	Quality Assurance	True	True	False	False	True	True
1216	 VCS-QSG-031c01	Assessor Orientation - Rev00 - Review	2016-11-15	2016-12-15	2016-11-29	2017-01-12	QA	Quality Assurance	True	False	False	False	True	False
1217	 VCS-QSP-005CW	Release to Work - Rev00 - C-Res1	2016-10-26	2016-11-03	2016-10-26	2016-11-29	QA	Quality Assurance	False	True	False	False	False	True
1218	 VCS-QSP-005CX	Release to Work - Rev00 - C-QR	2016-11-04	2016-11-23	2016-11-29	2016-12-20	QA	Quality Assurance	True	False	False	True	True	False
1219	 VCS-QSP-005CY	Release to Work - Rev00 - C-5059	2016-11-04	2016-11-23	2016-11-29	2016-12-20	QA	Quality Assurance	True	False	False	True	True	False
1220	 VCS-QSP-005CZ	Release to Work - Rev00 - C-Res2	2016-11-28	2016-12-06	2016-11-30	2017-01-03	QA	Quality Assurance	True	False	False	False	True	False
1221	 VCS-QSP-101CW	Stop Work - Rev00 - C-Res1	2016-10-25	2016-11-02	2016-10-25	2016-11-29	QA	Quality Assurance	False	True	False	False	False	True
1222	 VCS-QSP-101CX	Stop Work - Rev00 - C-QR	2016-11-03	2016-11-22	2016-11-30	2016-12-19	QA	Quality Assurance	True	False	False	True	True	False
1223	 VCS-QSP-101CY	Stop Work - Rev00 - C-5059	2016-11-03	2016-11-22	2016-11-30	2016-12-19	QA	Quality Assurance	True	False	False	True	True	False
1224	 VCS-QSP-101CZ	Stop Work - Rev00 - C-Res2	2016-11-23	2016-12-05	2016-11-30	2016-12-06	QA	Quality Assurance	True	False	False	False	True	False
1225	 VCS-QSP-204b	Quality Control Inspection - Rev00 - Draft	2016-09-16	2016-11-21	2016-09-16	2016-12-19	QC	Quality Control	False	False	False	True	False	False
1226	 VCS-QSP-204c01	Quality Control Inspection - Rev00 - Review	2016-11-22	2016-12-22	2016-12-20	2017-01-20	QC	Quality Control	False	False	True	False	False	False
1227	 VCS-QSP-207b	Equipment Control - Rev00 - Draft	2016-10-31	2016-11-29	2016-10-31	2016-12-22	QC	Quality Control	False	False	False	True	False	False
1228	 VCS-QSP-207c01	Equipment Control - Rev00 - Review	2016-11-30	2016-12-30	2016-12-27	2017-01-25	QC	Quality Control	False	False	True	False	False	False
1229	 VCS-QSP-212b	Guidelines For ASME Part And Component Replacement - Rev00 - Draft	2016-09-07	2016-11-11	2016-09-07	2016-12-08	QC	Quality Control	False	False	False	True	False	False
1230	 VCs-QSP-212c01	Guidelines For ASME Part And Component Replacement - Rev00 - Review	2016-11-14	2016-12-14	2016-12-09	2017-01-11	QC	Quality Control	False	False	True	False	False	False
1231	 VCS-QSP-214b	Guidelines For ASME Activities - Rev00 - Draft	2016-10-21	2016-11-16	2016-10-21	2016-12-16	QC	Quality Control	False	False	False	True	False	False
1232	 VCS-QSP-214c01	Guidelines For ASME Activities - Rev00 - Review	2016-11-17	2016-12-19	2016-12-19	2017-01-19	QC	Quality Control	False	False	True	False	False	False
1233	 VCS-QSP-215c01	Quality Control Observation Of Station Activities - Rev00 - Review	2016-08-31	2016-11-11	2016-12-09	2017-01-06	QC	Quality Control	False	False	False	True	False	False
1234	 VCS-QSP-215CW	Quality Control Observation Of Station Activities - Rev00 - C-Res1	2016-11-14	2016-11-15	2017-01-09	2017-01-10	QC	Quality Control	False	False	True	True	False	False
1235	 VCS-QSP-215CX	Quality Control Observation Of Station Activities - Rev00 - C-QR	2016-11-16	2016-11-18	2017-01-11	2017-01-13	QC	Quality Control	False	False	True	True	False	False
1236	 VCS-QSP-215CY	Quality Control Observation Of Station Activities - Rev00 - C-5059	2016-11-16	2016-11-16	2017-01-11	2017-01-11	QC	Quality Control	False	False	True	True	False	False
1237	 VCS-QSP-215CZ	Quality Control Observation Of Station Activities - Rev00 - C-Res2	2016-11-21	2016-11-22	2017-01-16	2017-01-17	QC	Quality Control	False	False	True	True	False	False
1238	 VCS-QSP-215d	Quality Control Observation Of Station Activities - Rev00 - Approval	2016-11-23	2016-11-23	2017-01-18	2017-01-18	QC	Quality Control	False	False	True	True	False	False
1239	 VCS-QSP-217b	Thermal Data Collection Program - Rev00 - Draft	2016-11-17	2016-12-13	2017-06-21	2017-07-17	QC	Quality Control	False	False	True	False	False	False
1240	 VCS-QSP-501b	Solvent Removable Liquid Penetrant - Rev00 - Draft	2016-09-02	2016-11-11	2016-09-02	2016-12-13	QC	Quality Control	False	False	False	True	False	False
1241	 VCS-QSP-501c01	Solvent Removable Liquid Penetrant - Rev00 - Review	2016-11-14	2016-12-14	2016-12-14	2017-01-16	QC	Quality Control	False	False	True	False	False	False
1242	 VCS-QSP-502b	Water Washable Or Post Emulsifiable Liquid Penetrant - Rev00 - Draft	2016-10-31	2016-11-22	2016-10-31	2016-12-19	QC	Quality Control	False	False	False	True	False	False
1243	 VCS-QSP-502c01	Water Washable Or Post Emulsifiable Liquid Penetrant - Rev00 - Review	2016-11-23	2016-12-27	2016-12-20	2017-01-20	QC	Quality Control	False	False	True	False	False	False
1244	 VCS-QSP-503b	High Temperature Liquid Penetrant Examination - Rev00 - Draft	2016-11-23	2016-12-19	2016-12-20	2017-01-16	QC	Quality Control	False	False	True	False	False	False
1245	 VCS-QSP-514c01	Qualification Of Welders And Welding Programs - Rev00 - Review	2016-08-31	2016-11-11	2016-12-09	2017-01-10	QC	Quality Control	False	False	False	True	False	False
1246	 VCS-QSP-514CW	Qualification Of Welders And Welding Programs - Rev00 - C-Res1	2016-11-14	2016-11-15	2017-01-11	2017-01-12	QC	Quality Control	False	False	True	True	False	False
1247	 VCS-QSP-514CX	Qualification Of Welders And Welding Programs - Rev00 - C-QR	2016-11-16	2016-11-21	2017-01-13	2017-01-18	QC	Quality Control	False	False	True	True	False	False
1248	 VCS-QSP-514CY	Qualification Of Welders And Welding Programs - Rev00 - C-5059	2016-11-16	2016-11-16	2017-01-13	2017-01-13	QC	Quality Control	False	False	True	True	False	False
1249	 VCS-QSP-514CZ	Qualification Of Welders And Welding Programs - Rev00 - C-Res2	2016-11-22	2016-11-23	2017-01-19	2017-01-20	QC	Quality Control	False	False	True	True	False	False
1250	 VCS-QSP-514d	Qualification Of Welders And Welding Programs - Rev00 - Approval	2016-11-28	2016-11-28	2017-01-23	2017-01-23	QC	Quality Control	False	False	True	True	False	False
1251	 VCS-REP-106.010d	REACTOR VESSEL FOREIGN OBJECT SEARCH AND RETRIEVAL - Rev00 - Approval	2016-08-01	2016-11-01	2016-08-01	2017-02-01	E56	Castellino-F&A	False	False	False	True	False	False
1252	 VCS-REP-106.017d	NON-FAILED FUEL SURVEILLANCE AND INSPECTION - Rev00 - Approval	2016-09-21	2016-11-11	2016-09-21	2017-02-01	E56	Castellino-F&A	False	False	False	True	False	False
1253	 VCS-REP-106.018d	FUEL CLADDING CORROSION AND CRUD - Rev00 - Approval	2016-09-21	2016-11-11	2016-09-21	2017-02-01	E56	Castellino-F&A	False	False	False	True	False	False
1254	 VCS-REP-106.019d	GRID TO ROD FRETTING - Rev00 - Approval	2016-09-21	2016-11-11	2016-09-21	2017-02-01	E56	Castellino-F&A	False	False	False	True	False	False
1255	 VCS-REP-106.020d	PELLET-CLADDING INTERACTION - Rev00 - Approval	2016-09-21	2016-11-11	2016-09-21	2017-02-01	E56	Castellino-F&A	False	False	False	True	False	False
1256	 VCS-REP-107.019d	CORE ALIGNMENT VERIFICATION INSPECTION - Rev00 - Approval	2016-07-26	2016-11-01	2016-07-26	2017-02-01	E56	Castellino-F&A	False	False	False	True	False	False
1257	 VCS-SAP-0139c01	DOCUMENT REVIEW AND APPROVAL PROCESS - Rev01 - Review	2016-11-01	2016-12-01	2016-12-01	2017-01-03	DM05	DM Ops	False	False	True	False	False	False
1258	 VCS-SAP-0154c01	FAILED FUEL ACTION PLAN - Rev00 - Review	2016-07-06	2016-11-07	2016-07-06	2016-11-07	E56	Castellino-F&A	False	True	False	False	False	True
1259	 VCS-SAP-0154cW	FAILED FUEL ACTION PLAN - Rev00 - C-Res1	2016-11-08	2016-11-16	2016-11-07	2016-11-08	E56	Castellino-F&A	True	True	False	False	True	True
1260	 VCS-SAP-0154cX	FAILED FUEL ACTION PLAN - Rev00 - C-QR	2016-11-17	2016-12-08	2016-11-08	2016-12-13	E56	Castellino-F&A	True	False	False	False	True	False
1261	 VCS-SAP-0154cY	FAILED FUEL ACTION PLAN - Rev00 - C-5059	2016-11-17	2016-12-08	2016-11-08	2016-12-13	E56	Castellino-F&A	True	False	False	False	True	False
1262	 VCS-SAP-0503a	Reimbursement of Confiscated Personal Clothing - Rev00 - Preparation	2017-07-03	2017-08-08	2016-11-01	2016-11-01	HP	HP	False	False	False	False	True	True
1263	 VCS-SAP-0503b	Reimbursement of Confiscated Personal Clothing - Rev00 - Draft	2017-08-09	2017-09-20	2016-11-02	2016-11-02	HP	HP	False	False	False	False	True	True
1264	 VCS-SAP-0503c	Reimbursement of Confiscated Personal Clothing - Rev00 - Review	2017-09-21	2017-10-19	2016-11-03	2016-11-03	HP	HP	False	False	False	False	True	True
1265	 VCS-SAP-0503cW	Reimbursement of Confiscated Personal Clothing - Rev00 - C-Res1	2017-10-20	2017-10-30	2016-11-04	2016-12-05	HP	HP	False	False	False	False	True	False
1266	 VCS-SAP-1102CX	Statement of Responsibilities and Expectations, Quality Systems - Rev00 - C-QR	2016-11-01	2016-11-18	2016-11-22	2016-11-30	QA	Quality Assurance	True	True	False	False	True	True
1267	 VCS-SAP-1102CY	Statement of Responsibilities and Expectations, Quality Systems - Rev00 - C-5059	2016-11-01	2016-11-18	2016-11-22	2016-12-05	QA	Quality Assurance	True	False	False	True	True	False
1268	 VCS-SAP-1102CZ	Statement of Responsibilities and Expectations, Quality Systems - Rev00 - C-Res2	2016-11-21	2016-12-01	2016-11-28	2016-12-28	QA	Quality Assurance	True	False	False	False	True	False
1269	 VCS-SAP-1162c01	NRC Inspection Preparation and Response - Rev00 - Review	2016-11-03	2016-12-05	2016-11-01	2016-12-09	NL05	NL-Sanders	True	False	False	False	True	False
1270	 VCS-SAP-1292d	NUCLEAR FUEL RELIABILITY PROGRAM - Rev00 - Approval	2016-06-28	2016-11-01	2016-06-28	2017-02-01	E56	Castellino-F&A	False	False	False	True	False	False
1271	 VCS-SAP-1306c01	EMPLOYEE CONCERNS PROGRAM - Rev00 - Review	2016-10-24	2016-11-21	2016-10-24	2016-11-29	QA	Quality Assurance	False	True	False	False	False	True
1272	 VCS-SAP-1306cW	EMPLOYEE CONCERNS PROGRAM - Rev00 - C-Res1	2016-11-22	2016-12-02	2016-11-30	2016-12-08	QA	Quality Assurance	True	False	False	False	True	False
1273	 VCS-SAP-1315d	PROCESS REQUIREMENTS FOR OBTAINING SERVICES - Rev00 - Approval	2016-10-24	2016-11-30	2016-10-24	2016-12-30	A1	M&P	False	False	False	True	False	False
1274	 VCS-SAP-1350a	SAG-01 Self Assessment Guidelines - Rev00 - Preparation	2016-10-20	2016-11-14	2016-10-20	2016-11-21	J1	OD&P	False	True	False	False	False	True
1275	 VCS-SAP-1350Aa	Self Assessment Review Board - Rev00 - Preparation	2016-10-20	2016-11-14	2016-10-20	2016-11-21	J1	OD&P	False	True	False	False	False	True
1276	 VCS-SAP-1350Ab	Self Assessment Review Board- Draft	2016-11-15	2017-01-16	2016-11-22	2017-02-23	J1	OD&P	True	False	False	False	True	False
1277	 VCS-SAP-1350b	SAG-01 Self Assessment Guidelines - Rev00 - Draft	2016-11-15	2016-12-16	2016-11-22	2017-02-23	J1	OD&P	True	False	False	False	True	False
1278	 VCS-SAP-1350Ca	Nuclear Safety Culture Monitoring - Rev00 - Preparation	2016-10-20	2016-11-14	2016-10-20	2016-11-21	J1	OD&P	False	True	False	False	False	True
1279	 VCS-SAP-1350Cb	Nuclear Safety Culture Monitoring - Rev00 - Draft	2016-11-15	2016-12-16	2016-11-22	2017-02-23	J1	OD&P	True	False	False	False	True	False
1280	 VCS-SAP-1352Aa	Station Human Performance Advisory Committee - Rev00 - Preparation	2016-10-20	2016-11-14	2016-10-20	2016-11-21	J1	OD&P	False	True	False	False	False	True
1281	 VCS-SAP-1352Ab	Station Human Performance Advisory Committee - Rev00 - Draft	2016-11-15	2016-12-16	2016-11-22	2017-02-23	J1	OD&P	True	False	False	False	True	False
1282	 VCS-SAP-1353a	Trending and Station Deficiencies - Rev00 - Preparation	2016-10-20	2016-11-03	2016-10-20	2016-11-22	J1	OD&P	False	True	False	False	False	True
1283	 VCS-SAP-1353b	Trending and Station Deficiencies - Rev00 - Draft	2016-11-04	2016-11-28	2016-11-23	2017-02-23	J1	OD&P	True	False	False	True	True	False
1284	 VCS-SAP-1353d	Trending and Station Deficiencies - Rev00 - Approval	2016-11-29	2016-12-19	2017-03-01	2017-03-29	J1	OD&P	False	False	True	False	False	False
1285	 VCS-SAP-1354a	Management, Observation and worker interface - Rev00 - Preparation	2016-10-20	2016-11-03	2016-10-20	2016-11-22	J1	OD&P	False	True	False	False	False	True
1286	 VCS-SAP-1354b	Management, Observation and worker interface - Rev00 - Draft	2016-11-04	2016-11-28	2016-11-23	2017-02-23	J1	OD&P	True	False	False	True	True	False
1287	 VCS-SAP-1354d	Management, Observation and worker interface - Rev00 - Approval	2016-11-29	2016-12-19	2017-03-01	2017-03-29	J1	OD&P	False	False	True	False	False	False
1288	 VCS-SAP-1355a	Benchmarking Process - Rev00 - Preparation	2016-10-20	2016-11-14	2016-10-20	2016-11-21	J1	OD&P	False	True	False	False	False	True
1289	 VCS-SAP-1355b	Benchmarking Process - Rev00 - Draft	2016-11-15	2016-12-16	2016-11-22	2017-02-23	J1	OD&P	True	False	False	False	True	False
1290	 VCS-SAP-1357a	CHANGE MANAGEMENT PROGRAM - Rev00 - Preparation	2016-10-20	2016-11-03	2016-10-20	2016-11-22	J1	OD&P	False	True	False	False	False	True
1291	 VCS-SAP-1357b	CHANGE MANAGEMENT PROGRAM - Rev00 - Draft	2016-11-04	2016-11-28	2016-11-23	2017-02-23	J1	OD&P	True	False	False	True	True	False
1292	 VCS-SAP-1357d	CHANGE MANAGEMENT PROGRAM - Rev00 - Approval	2016-11-29	2016-12-19	2017-03-01	2017-03-29	J1	OD&P	False	False	True	False	False	False
1293	 VCS-SAP-1358a	V.C. Summer Station Performance Improvement Process - Rev00 - Preparation	2016-10-20	2016-11-03	2016-10-20	2016-11-22	J1	OD&P	False	True	False	False	False	True
1294	 VCS-SAP-1358b	V.C. Summer Station Performance Improvement Process - Rev00 - Draft	2016-11-04	2016-11-28	2016-11-23	2017-02-23	J1	OD&P	True	False	False	True	True	False
1295	 VCS-SAP-1358d	V.C. Summer Station Performance Improvement Process - Rev00 - Approval	2016-11-29	2016-12-19	2017-03-01	2017-03-29	J1	OD&P	False	False	True	False	False	False
1296	 VCS-SAP-1359a	Preparation for INPO Plant Evaluations - Rev00 - Preparation	2016-10-20	2016-11-03	2016-10-20	2016-11-22	J1	OD&P	False	True	False	False	False	True
